patient_id,patch_id,x,y,role,sampling_method,calibration_fraction,repeat,seed
XZY,patch_x13552_y5936,13552,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13552_y6160,13552,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13552_y6384,13552,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13552_y6608,13552,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13552_y6832,13552,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13552_y7056,13552,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13552_y7280,13552,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13552_y7504,13552,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13552_y7728,13552,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13552_y7952,13552,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13552_y8176,13552,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13552_y8400,13552,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13552_y8624,13552,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13552_y8848,13552,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y4368,13776,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y4592,13776,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y4816,13776,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y5040,13776,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y5264,13776,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y5712,13776,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y5936,13776,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y6160,13776,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y6384,13776,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y6608,13776,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y6832,13776,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y7056,13776,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y7280,13776,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y7504,13776,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y7728,13776,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y7952,13776,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y8176,13776,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y8400,13776,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x13776_y8624,13776,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y10192,14000,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y10416,14000,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y4368,14000,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y4592,14000,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y4816,14000,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y5040,14000,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y5264,14000,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y5712,14000,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y5936,14000,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y6160,14000,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y6384,14000,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y6608,14000,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y6832,14000,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y7056,14000,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y7280,14000,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y7504,14000,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y7728,14000,7728,calibration,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y7952,14000,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y8176,14000,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y8400,14000,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y8624,14000,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y8848,14000,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y9744,14000,9744,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14000_y9968,14000,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y10192,14224,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y10416,14224,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y10640,14224,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y4368,14224,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y4592,14224,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y4816,14224,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y5040,14224,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y5264,14224,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y5488,14224,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y5712,14224,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y5936,14224,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y6160,14224,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y6384,14224,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y6608,14224,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y6832,14224,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y7056,14224,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y7280,14224,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y7504,14224,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y7728,14224,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y7952,14224,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y8176,14224,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y8400,14224,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y8624,14224,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y9744,14224,9744,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14224_y9968,14224,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y10192,14448,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y10416,14448,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y10640,14448,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y4144,14448,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y4368,14448,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y4592,14448,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y4816,14448,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y5040,14448,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y5264,14448,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y5488,14448,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y5712,14448,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y5936,14448,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y6160,14448,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y6384,14448,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y6608,14448,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y6832,14448,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y7056,14448,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y7280,14448,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y7504,14448,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y7728,14448,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y7952,14448,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y8176,14448,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y8400,14448,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y8624,14448,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y8848,14448,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y9296,14448,9296,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14448_y9968,14448,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y10192,14672,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y10416,14672,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y10640,14672,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y10864,14672,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y11088,14672,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y3920,14672,3920,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y4144,14672,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y4368,14672,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y4592,14672,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y4816,14672,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y5040,14672,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y5264,14672,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y5488,14672,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y5712,14672,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y5936,14672,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y6160,14672,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y6384,14672,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y6608,14672,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y6832,14672,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y7056,14672,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y7280,14672,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y7504,14672,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y7728,14672,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y7952,14672,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y8176,14672,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y8400,14672,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y8624,14672,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y8848,14672,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y9072,14672,9072,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14672_y9296,14672,9296,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y10192,14896,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y10416,14896,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y10640,14896,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y10864,14896,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y11088,14896,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y11312,14896,11312,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y3696,14896,3696,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y3920,14896,3920,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y4144,14896,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y4368,14896,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y4592,14896,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y4816,14896,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y5040,14896,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y5264,14896,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y5488,14896,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y5712,14896,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y5936,14896,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y6160,14896,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y6384,14896,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y6608,14896,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y6832,14896,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y7056,14896,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y7280,14896,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y7504,14896,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y7728,14896,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y7952,14896,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y8176,14896,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y8400,14896,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y8624,14896,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x14896_y8848,14896,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y10192,15120,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y10416,15120,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y10640,15120,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y10864,15120,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y11088,15120,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y11312,15120,11312,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y11536,15120,11536,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y3696,15120,3696,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y3920,15120,3920,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y4144,15120,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y4368,15120,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y4592,15120,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y4816,15120,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y5040,15120,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y5264,15120,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y5488,15120,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y5712,15120,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y5936,15120,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y6160,15120,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y6384,15120,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y6608,15120,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y6832,15120,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y7056,15120,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y7280,15120,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y7504,15120,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y7728,15120,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y7952,15120,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y8176,15120,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y8400,15120,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y8624,15120,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y8848,15120,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y9072,15120,9072,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y9296,15120,9296,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y9744,15120,9744,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15120_y9968,15120,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y10416,15344,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y10640,15344,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y10864,15344,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y11088,15344,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y11312,15344,11312,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y11536,15344,11536,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y3472,15344,3472,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y3696,15344,3696,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y3920,15344,3920,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y4144,15344,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y4368,15344,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y4592,15344,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y4816,15344,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y5040,15344,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y5264,15344,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y5488,15344,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y5712,15344,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y5936,15344,5936,calibration,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y6160,15344,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y6384,15344,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y6608,15344,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y6832,15344,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y7056,15344,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y7280,15344,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y7504,15344,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y7728,15344,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y7952,15344,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y8176,15344,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y8400,15344,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y8624,15344,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y8848,15344,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y9072,15344,9072,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y9296,15344,9296,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y9520,15344,9520,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y9744,15344,9744,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15344_y9968,15344,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y10192,15568,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y10416,15568,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y10640,15568,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y10864,15568,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y11088,15568,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y11312,15568,11312,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y11536,15568,11536,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y11760,15568,11760,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y3472,15568,3472,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y3696,15568,3696,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y3920,15568,3920,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y4144,15568,4144,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y4368,15568,4368,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y4592,15568,4592,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y4816,15568,4816,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y5040,15568,5040,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y5264,15568,5264,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y5488,15568,5488,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y5712,15568,5712,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y5936,15568,5936,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y6160,15568,6160,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y6384,15568,6384,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y6608,15568,6608,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y6832,15568,6832,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y7056,15568,7056,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y7280,15568,7280,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y7504,15568,7504,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y7728,15568,7728,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y7952,15568,7952,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y8176,15568,8176,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y8400,15568,8400,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y8624,15568,8624,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y8848,15568,8848,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y9072,15568,9072,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y9296,15568,9296,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y9520,15568,9520,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y9744,15568,9744,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15568_y9968,15568,9968,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y10192,15792,10192,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y10416,15792,10416,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y10640,15792,10640,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y10864,15792,10864,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y11088,15792,11088,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y11312,15792,11312,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y11536,15792,11536,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y11760,15792,11760,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y3472,15792,3472,test,spatial_stratified,0.01,130,20260855
XZY,patch_x15792_y3696,15792,3696,test,spatial_stratified,0.01,130,20260855
