val_patch,neighbor_patch,dx,dy,iou,neighbor_final_split
patch_x11256_y18312,patch_x11088_y18144,168,168,0.1429,embargo
patch_x11256_y18312,patch_x11088_y18312,168,0,0.3333,embargo
patch_x11256_y18312,patch_x11088_y18480,168,168,0.1429,embargo
patch_x11256_y18480,patch_x11088_y18312,168,168,0.1429,embargo
patch_x11256_y18480,patch_x11088_y18480,168,0,0.3333,embargo
patch_x11256_y18480,patch_x11088_y18648,168,168,0.1429,embargo
patch_x11256_y18648,patch_x11088_y18480,168,168,0.1429,embargo
patch_x11256_y18648,patch_x11088_y18648,168,0,0.3333,embargo
patch_x11256_y18648,patch_x11088_y18816,168,168,0.1429,embargo
patch_x11256_y18816,patch_x11088_y18648,168,168,0.1429,embargo
patch_x11256_y18816,patch_x11088_y18816,168,0,0.3333,embargo
patch_x11256_y18816,patch_x11088_y18984,168,168,0.1429,embargo
patch_x11256_y18984,patch_x11088_y18816,168,168,0.1429,embargo
patch_x11256_y18984,patch_x11088_y18984,168,0,0.3333,embargo
patch_x11256_y18984,patch_x11088_y19152,168,168,0.1429,embargo
patch_x11256_y18984,patch_x11256_y19152,0,168,0.3333,embargo
patch_x11256_y18984,patch_x11424_y19152,168,168,0.1429,embargo
patch_x11424_y17976,patch_x11256_y17808,168,168,0.1429,embargo
patch_x11424_y17976,patch_x11424_y17808,0,168,0.3333,embargo
patch_x11424_y17976,patch_x11592_y17808,168,168,0.1429,embargo
patch_x11424_y18984,patch_x11256_y19152,168,168,0.1429,embargo
patch_x11424_y18984,patch_x11424_y19152,0,168,0.3333,embargo
patch_x11424_y18984,patch_x11592_y19152,168,168,0.1429,embargo
patch_x11592_y17976,patch_x11424_y17808,168,168,0.1429,embargo
patch_x11592_y17976,patch_x11592_y17808,0,168,0.3333,embargo
patch_x11592_y17976,patch_x11760_y17808,168,168,0.1429,embargo
patch_x11592_y18984,patch_x11424_y19152,168,168,0.1429,embargo
patch_x11592_y18984,patch_x11592_y19152,0,168,0.3333,embargo
patch_x11592_y18984,patch_x11760_y19152,168,168,0.1429,embargo
patch_x11760_y17976,patch_x11592_y17808,168,168,0.1429,embargo
patch_x11760_y17976,patch_x11760_y17808,0,168,0.3333,embargo
patch_x11760_y17976,patch_x11928_y17808,168,168,0.1429,embargo
patch_x11760_y18984,patch_x11592_y19152,168,168,0.1429,embargo
patch_x11760_y18984,patch_x11760_y19152,0,168,0.3333,embargo
patch_x11760_y18984,patch_x11928_y19152,168,168,0.1429,embargo
patch_x11928_y17976,patch_x11760_y17808,168,168,0.1429,embargo
patch_x11928_y17976,patch_x11928_y17808,0,168,0.3333,embargo
patch_x11928_y17976,patch_x12096_y17808,168,168,0.1429,embargo
patch_x11928_y18984,patch_x11760_y19152,168,168,0.1429,embargo
patch_x11928_y18984,patch_x11928_y19152,0,168,0.3333,embargo
patch_x11928_y18984,patch_x12096_y19152,168,168,0.1429,embargo
patch_x12096_y17976,patch_x11928_y17808,168,168,0.1429,embargo
patch_x12096_y17976,patch_x12096_y17808,0,168,0.3333,embargo
patch_x12096_y17976,patch_x12264_y17808,168,168,0.1429,embargo
patch_x12096_y18984,patch_x11928_y19152,168,168,0.1429,embargo
patch_x12096_y18984,patch_x12096_y19152,0,168,0.3333,embargo
patch_x12096_y18984,patch_x12264_y19152,168,168,0.1429,embargo
patch_x12264_y17976,patch_x12096_y17808,168,168,0.1429,embargo
patch_x12264_y17976,patch_x12264_y17808,0,168,0.3333,embargo
patch_x12264_y17976,patch_x12432_y17808,168,168,0.1429,embargo
patch_x12264_y17976,patch_x12432_y17976,168,0,0.3333,embargo
patch_x12264_y17976,patch_x12432_y18144,168,168,0.1429,embargo
patch_x12264_y18144,patch_x12432_y17976,168,168,0.1429,embargo
patch_x12264_y18144,patch_x12432_y18144,168,0,0.3333,embargo
patch_x12264_y18144,patch_x12432_y18312,168,168,0.1429,embargo
patch_x12264_y18312,patch_x12432_y18144,168,168,0.1429,embargo
patch_x12264_y18312,patch_x12432_y18312,168,0,0.3333,embargo
patch_x12264_y18312,patch_x12432_y18480,168,168,0.1429,embargo
patch_x12264_y18480,patch_x12432_y18312,168,168,0.1429,embargo
patch_x12264_y18480,patch_x12432_y18480,168,0,0.3333,embargo
patch_x12264_y18480,patch_x12432_y18648,168,168,0.1429,embargo
patch_x12264_y18648,patch_x12432_y18480,168,168,0.1429,embargo
patch_x12264_y18648,patch_x12432_y18648,168,0,0.3333,embargo
patch_x12264_y18648,patch_x12432_y18816,168,168,0.1429,embargo
patch_x12264_y18816,patch_x12432_y18648,168,168,0.1429,embargo
patch_x12264_y18816,patch_x12432_y18816,168,0,0.3333,embargo
patch_x12264_y18816,patch_x12432_y18984,168,168,0.1429,embargo
patch_x12264_y18984,patch_x12096_y19152,168,168,0.1429,embargo
patch_x12264_y18984,patch_x12264_y19152,0,168,0.3333,embargo
patch_x12264_y18984,patch_x12432_y18816,168,168,0.1429,embargo
patch_x12264_y18984,patch_x12432_y18984,168,0,0.3333,embargo
patch_x12264_y18984,patch_x12432_y19152,168,168,0.1429,embargo
patch_x13440_y4536,patch_x13272_y4368,168,168,0.1429,embargo
patch_x13440_y4536,patch_x13272_y4536,168,0,0.3333,embargo
patch_x13440_y4536,patch_x13272_y4704,168,168,0.1429,embargo
patch_x13440_y4536,patch_x13440_y4368,0,168,0.3333,embargo
patch_x13440_y4536,patch_x13608_y4368,168,168,0.1429,embargo
patch_x13440_y4704,patch_x13272_y4536,168,168,0.1429,embargo
patch_x13440_y4704,patch_x13272_y4704,168,0,0.3333,embargo
patch_x13440_y4704,patch_x13272_y4872,168,168,0.1429,embargo
patch_x13440_y4872,patch_x13272_y4704,168,168,0.1429,embargo
patch_x13440_y4872,patch_x13272_y4872,168,0,0.3333,embargo
patch_x13440_y4872,patch_x13272_y5040,168,168,0.1429,embargo
patch_x13440_y5040,patch_x13272_y4872,168,168,0.1429,embargo
patch_x13440_y5040,patch_x13272_y5040,168,0,0.3333,embargo
patch_x13440_y5040,patch_x13272_y5208,168,168,0.1429,embargo
patch_x13440_y5208,patch_x13272_y5040,168,168,0.1429,embargo
patch_x13440_y5208,patch_x13272_y5208,168,0,0.3333,embargo
patch_x13440_y5208,patch_x13272_y5376,168,168,0.1429,embargo
patch_x13440_y5376,patch_x13272_y5208,168,168,0.1429,embargo
patch_x13440_y5376,patch_x13272_y5376,168,0,0.3333,embargo
patch_x13440_y5376,patch_x13272_y5544,168,168,0.1429,embargo
patch_x13440_y5544,patch_x13272_y5376,168,168,0.1429,embargo
patch_x13440_y5544,patch_x13272_y5544,168,0,0.3333,embargo
patch_x13440_y5544,patch_x13272_y5712,168,168,0.1429,embargo
patch_x13440_y5544,patch_x13440_y5712,0,168,0.3333,embargo
patch_x13440_y5544,patch_x13608_y5712,168,168,0.1429,embargo
patch_x13608_y4536,patch_x13440_y4368,168,168,0.1429,embargo
patch_x13608_y4536,patch_x13608_y4368,0,168,0.3333,embargo
patch_x13608_y4536,patch_x13776_y4368,168,168,0.1429,embargo
patch_x13608_y5544,patch_x13440_y5712,168,168,0.1429,embargo
patch_x13608_y5544,patch_x13608_y5712,0,168,0.3333,embargo
patch_x13608_y5544,patch_x13776_y5712,168,168,0.1429,embargo
patch_x13776_y4536,patch_x13608_y4368,168,168,0.1429,embargo
patch_x13776_y4536,patch_x13776_y4368,0,168,0.3333,embargo
patch_x13776_y4536,patch_x13944_y4368,168,168,0.1429,embargo
patch_x13776_y5544,patch_x13608_y5712,168,168,0.1429,embargo
patch_x13776_y5544,patch_x13776_y5712,0,168,0.3333,embargo
patch_x13776_y5544,patch_x13944_y5712,168,168,0.1429,embargo
patch_x13944_y4536,patch_x13776_y4368,168,168,0.1429,embargo
patch_x13944_y4536,patch_x13944_y4368,0,168,0.3333,embargo
patch_x13944_y4536,patch_x14112_y4368,168,168,0.1429,embargo
patch_x13944_y5544,patch_x13776_y5712,168,168,0.1429,embargo
patch_x13944_y5544,patch_x13944_y5712,0,168,0.3333,embargo
patch_x13944_y5544,patch_x14112_y5712,168,168,0.1429,embargo
patch_x14112_y4536,patch_x13944_y4368,168,168,0.1429,embargo
patch_x14112_y4536,patch_x14112_y4368,0,168,0.3333,embargo
patch_x14112_y4536,patch_x14280_y4368,168,168,0.1429,embargo
patch_x14112_y5544,patch_x13944_y5712,168,168,0.1429,embargo
patch_x14112_y5544,patch_x14112_y5712,0,168,0.3333,embargo
patch_x14112_y5544,patch_x14280_y5712,168,168,0.1429,embargo
patch_x14280_y4536,patch_x14112_y4368,168,168,0.1429,embargo
patch_x14280_y4536,patch_x14280_y4368,0,168,0.3333,embargo
patch_x14280_y4536,patch_x14448_y4368,168,168,0.1429,embargo
patch_x14280_y5544,patch_x14112_y5712,168,168,0.1429,embargo
patch_x14280_y5544,patch_x14280_y5712,0,168,0.3333,embargo
patch_x14280_y5544,patch_x14448_y5712,168,168,0.1429,embargo
patch_x14448_y4536,patch_x14280_y4368,168,168,0.1429,embargo
patch_x14448_y4536,patch_x14448_y4368,0,168,0.3333,embargo
patch_x14448_y4536,patch_x14616_y4368,168,168,0.1429,embargo
patch_x14448_y4536,patch_x14616_y4536,168,0,0.3333,embargo
patch_x14448_y4536,patch_x14616_y4704,168,168,0.1429,embargo
patch_x14448_y4704,patch_x14616_y4536,168,168,0.1429,embargo
patch_x14448_y4704,patch_x14616_y4704,168,0,0.3333,embargo
patch_x14448_y4704,patch_x14616_y4872,168,168,0.1429,embargo
patch_x14448_y4872,patch_x14616_y4704,168,168,0.1429,embargo
patch_x14448_y4872,patch_x14616_y4872,168,0,0.3333,embargo
patch_x14448_y4872,patch_x14616_y5040,168,168,0.1429,embargo
patch_x14448_y5040,patch_x14616_y4872,168,168,0.1429,embargo
patch_x14448_y5040,patch_x14616_y5040,168,0,0.3333,embargo
patch_x14448_y5040,patch_x14616_y5208,168,168,0.1429,embargo
patch_x14448_y5208,patch_x14616_y5040,168,168,0.1429,embargo
patch_x14448_y5208,patch_x14616_y5208,168,0,0.3333,embargo
patch_x14448_y5208,patch_x14616_y5376,168,168,0.1429,embargo
patch_x14448_y5376,patch_x14616_y5208,168,168,0.1429,embargo
patch_x14448_y5376,patch_x14616_y5376,168,0,0.3333,embargo
patch_x14448_y5376,patch_x14616_y5544,168,168,0.1429,embargo
patch_x14448_y5544,patch_x14280_y5712,168,168,0.1429,embargo
patch_x14448_y5544,patch_x14448_y5712,0,168,0.3333,embargo
patch_x14448_y5544,patch_x14616_y5376,168,168,0.1429,embargo
patch_x14448_y5544,patch_x14616_y5544,168,0,0.3333,embargo
patch_x14448_y5544,patch_x14616_y5712,168,168,0.1429,embargo
patch_x1848_y9072,patch_x1848_y8904,0,168,0.3333,embargo
patch_x1848_y9072,patch_x2016_y8904,168,168,0.1429,embargo
patch_x1848_y9912,patch_x1848_y10080,0,168,0.3333,embargo
patch_x1848_y9912,patch_x2016_y10080,168,168,0.1429,embargo
patch_x2016_y9072,patch_x1848_y8904,168,168,0.1429,embargo
patch_x2016_y9072,patch_x2016_y8904,0,168,0.3333,embargo
patch_x2016_y9072,patch_x2184_y8904,168,168,0.1429,embargo
patch_x2016_y9912,patch_x1848_y10080,168,168,0.1429,embargo
patch_x2016_y9912,patch_x2016_y10080,0,168,0.3333,embargo
patch_x2016_y9912,patch_x2184_y10080,168,168,0.1429,embargo
patch_x21336_y11256,patch_x21168_y11088,168,168,0.1429,embargo
patch_x21336_y11256,patch_x21168_y11256,168,0,0.3333,embargo
patch_x21336_y11256,patch_x21168_y11424,168,168,0.1429,embargo
patch_x21336_y11256,patch_x21336_y11088,0,168,0.3333,embargo
patch_x21336_y11256,patch_x21504_y11088,168,168,0.1429,embargo
patch_x21336_y11424,patch_x21168_y11256,168,168,0.1429,embargo
patch_x21336_y11424,patch_x21168_y11424,168,0,0.3333,embargo
patch_x21504_y11256,patch_x21336_y11088,168,168,0.1429,embargo
patch_x21504_y11256,patch_x21504_y11088,0,168,0.3333,embargo
patch_x21504_y11256,patch_x21672_y11088,168,168,0.1429,embargo
patch_x21504_y17976,patch_x21672_y17808,168,168,0.1429,embargo
patch_x21504_y18984,patch_x21504_y19152,0,168,0.3333,embargo
patch_x21504_y18984,patch_x21672_y19152,168,168,0.1429,embargo
patch_x21672_y11256,patch_x21504_y11088,168,168,0.1429,embargo
patch_x21672_y11256,patch_x21672_y11088,0,168,0.3333,embargo
patch_x21672_y17976,patch_x21672_y17808,0,168,0.3333,embargo
patch_x21672_y17976,patch_x21840_y17808,168,168,0.1429,embargo
patch_x21672_y18984,patch_x21504_y19152,168,168,0.1429,embargo
patch_x21672_y18984,patch_x21672_y19152,0,168,0.3333,embargo
patch_x21672_y18984,patch_x21840_y19152,168,168,0.1429,embargo
patch_x21840_y17976,patch_x21672_y17808,168,168,0.1429,embargo
patch_x21840_y17976,patch_x21840_y17808,0,168,0.3333,embargo
patch_x21840_y17976,patch_x22008_y17808,168,168,0.1429,embargo
patch_x21840_y18984,patch_x21672_y19152,168,168,0.1429,embargo
patch_x21840_y18984,patch_x21840_y19152,0,168,0.3333,embargo
patch_x21840_y18984,patch_x22008_y19152,168,168,0.1429,embargo
patch_x2184_y9072,patch_x2016_y8904,168,168,0.1429,embargo
patch_x2184_y9072,patch_x2184_y8904,0,168,0.3333,embargo
patch_x2184_y9072,patch_x2352_y8904,168,168,0.1429,embargo
patch_x2184_y9072,patch_x2352_y9072,168,0,0.3333,embargo
patch_x2184_y9072,patch_x2352_y9240,168,168,0.1429,embargo
patch_x2184_y9240,patch_x2352_y9072,168,168,0.1429,embargo
patch_x2184_y9240,patch_x2352_y9240,168,0,0.3333,embargo
patch_x2184_y9240,patch_x2352_y9408,168,168,0.1429,embargo
patch_x2184_y9408,patch_x2352_y9240,168,168,0.1429,embargo
patch_x2184_y9408,patch_x2352_y9408,168,0,0.3333,embargo
patch_x2184_y9408,patch_x2352_y9576,168,168,0.1429,embargo
patch_x2184_y9576,patch_x2352_y9408,168,168,0.1429,embargo
patch_x2184_y9576,patch_x2352_y9576,168,0,0.3333,embargo
patch_x2184_y9576,patch_x2352_y9744,168,168,0.1429,embargo
patch_x2184_y9744,patch_x2352_y9576,168,168,0.1429,embargo
patch_x2184_y9744,patch_x2352_y9744,168,0,0.3333,embargo
patch_x2184_y9744,patch_x2352_y9912,168,168,0.1429,embargo
patch_x2184_y9912,patch_x2016_y10080,168,168,0.1429,embargo
patch_x2184_y9912,patch_x2184_y10080,0,168,0.3333,embargo
patch_x2184_y9912,patch_x2352_y10080,168,168,0.1429,embargo
patch_x2184_y9912,patch_x2352_y9744,168,168,0.1429,embargo
patch_x2184_y9912,patch_x2352_y9912,168,0,0.3333,embargo
patch_x22008_y17976,patch_x21840_y17808,168,168,0.1429,embargo
patch_x22008_y17976,patch_x22008_y17808,0,168,0.3333,embargo
patch_x22008_y17976,patch_x22176_y17808,168,168,0.1429,embargo
patch_x22008_y18984,patch_x21840_y19152,168,168,0.1429,embargo
patch_x22008_y18984,patch_x22008_y19152,0,168,0.3333,embargo
patch_x22008_y18984,patch_x22176_y19152,168,168,0.1429,embargo
patch_x22176_y17976,patch_x22008_y17808,168,168,0.1429,embargo
patch_x22176_y17976,patch_x22176_y17808,0,168,0.3333,embargo
patch_x22176_y17976,patch_x22344_y17808,168,168,0.1429,embargo
patch_x22176_y18984,patch_x22008_y19152,168,168,0.1429,embargo
patch_x22176_y18984,patch_x22176_y19152,0,168,0.3333,embargo
patch_x22176_y18984,patch_x22344_y19152,168,168,0.1429,embargo
patch_x22344_y17976,patch_x22176_y17808,168,168,0.1429,embargo
patch_x22344_y17976,patch_x22344_y17808,0,168,0.3333,embargo
patch_x22344_y17976,patch_x22512_y17808,168,168,0.1429,embargo
patch_x22344_y17976,patch_x22512_y17976,168,0,0.3333,embargo
patch_x22344_y17976,patch_x22512_y18144,168,168,0.1429,embargo
patch_x22344_y18144,patch_x22512_y17976,168,168,0.1429,embargo
patch_x22344_y18144,patch_x22512_y18144,168,0,0.3333,embargo
patch_x22344_y18144,patch_x22512_y18312,168,168,0.1429,embargo
patch_x22344_y18312,patch_x22512_y18144,168,168,0.1429,embargo
patch_x22344_y18312,patch_x22512_y18312,168,0,0.3333,embargo
patch_x22344_y18312,patch_x22512_y18480,168,168,0.1429,embargo
patch_x22344_y18480,patch_x22512_y18312,168,168,0.1429,embargo
patch_x22344_y18480,patch_x22512_y18480,168,0,0.3333,embargo
patch_x22344_y18480,patch_x22512_y18648,168,168,0.1429,embargo
patch_x22344_y18648,patch_x22512_y18480,168,168,0.1429,embargo
patch_x22344_y18648,patch_x22512_y18648,168,0,0.3333,embargo
patch_x22344_y18648,patch_x22512_y18816,168,168,0.1429,embargo
patch_x22344_y18816,patch_x22512_y18648,168,168,0.1429,embargo
patch_x22344_y18816,patch_x22512_y18816,168,0,0.3333,embargo
patch_x22344_y18816,patch_x22512_y18984,168,168,0.1429,embargo
patch_x22344_y18984,patch_x22176_y19152,168,168,0.1429,embargo
patch_x22344_y18984,patch_x22344_y19152,0,168,0.3333,embargo
patch_x22344_y18984,patch_x22512_y18816,168,168,0.1429,embargo
patch_x22344_y18984,patch_x22512_y18984,168,0,0.3333,embargo
patch_x22344_y18984,patch_x22512_y19152,168,168,0.1429,embargo
patch_x2352_y13776,patch_x2184_y13776,168,0,0.3333,embargo
patch_x2352_y13776,patch_x2184_y13944,168,168,0.1429,embargo
patch_x2352_y13944,patch_x2184_y13776,168,168,0.1429,embargo
patch_x2352_y13944,patch_x2184_y13944,168,0,0.3333,embargo
patch_x2352_y13944,patch_x2184_y14112,168,168,0.1429,embargo
patch_x2352_y14112,patch_x2184_y13944,168,168,0.1429,embargo
patch_x2352_y14112,patch_x2184_y14112,168,0,0.3333,embargo
patch_x2352_y14112,patch_x2184_y14280,168,168,0.1429,embargo
patch_x2352_y14280,patch_x2184_y14112,168,168,0.1429,embargo
patch_x2352_y14280,patch_x2184_y14280,168,0,0.3333,embargo
patch_x2352_y14280,patch_x2184_y14448,168,168,0.1429,embargo
patch_x2352_y14448,patch_x2184_y14280,168,168,0.1429,embargo
patch_x2352_y14448,patch_x2184_y14448,168,0,0.3333,embargo
patch_x2352_y14448,patch_x2184_y14616,168,168,0.1429,embargo
patch_x2352_y14448,patch_x2352_y14616,0,168,0.3333,embargo
patch_x2352_y14448,patch_x2520_y14616,168,168,0.1429,embargo
patch_x2520_y14448,patch_x2352_y14616,168,168,0.1429,embargo
patch_x2520_y14448,patch_x2520_y14616,0,168,0.3333,embargo
patch_x2520_y14448,patch_x2688_y14616,168,168,0.1429,embargo
patch_x2688_y14448,patch_x2520_y14616,168,168,0.1429,embargo
patch_x2688_y14448,patch_x2688_y14616,0,168,0.3333,embargo
patch_x2688_y14448,patch_x2856_y14616,168,168,0.1429,embargo
patch_x2856_y14448,patch_x2688_y14616,168,168,0.1429,embargo
patch_x2856_y14448,patch_x2856_y14616,0,168,0.3333,embargo
patch_x2856_y14448,patch_x3024_y14616,168,168,0.1429,embargo
patch_x3024_y14448,patch_x2856_y14616,168,168,0.1429,embargo
patch_x3024_y14448,patch_x3024_y14616,0,168,0.3333,embargo
patch_x3024_y14448,patch_x3192_y14616,168,168,0.1429,embargo
patch_x3192_y13776,patch_x3360_y13608,168,168,0.1429,embargo
patch_x3192_y13776,patch_x3360_y13776,168,0,0.3333,embargo
patch_x3192_y13776,patch_x3360_y13944,168,168,0.1429,embargo
patch_x3192_y13944,patch_x3360_y13776,168,168,0.1429,embargo
patch_x3192_y13944,patch_x3360_y13944,168,0,0.3333,embargo
patch_x3192_y13944,patch_x3360_y14112,168,168,0.1429,embargo
patch_x3192_y14112,patch_x3360_y13944,168,168,0.1429,embargo
patch_x3192_y14112,patch_x3360_y14112,168,0,0.3333,embargo
patch_x3192_y14112,patch_x3360_y14280,168,168,0.1429,embargo
patch_x3192_y14280,patch_x3360_y14112,168,168,0.1429,embargo
patch_x3192_y14280,patch_x3360_y14280,168,0,0.3333,embargo
patch_x3192_y14280,patch_x3360_y14448,168,168,0.1429,embargo
patch_x3192_y14448,patch_x3024_y14616,168,168,0.1429,embargo
patch_x3192_y14448,patch_x3192_y14616,0,168,0.3333,embargo
patch_x3192_y14448,patch_x3360_y14280,168,168,0.1429,embargo
patch_x3192_y14448,patch_x3360_y14448,168,0,0.3333,embargo
patch_x3360_y12432,patch_x3192_y12264,168,168,0.1429,embargo
patch_x3360_y12432,patch_x3192_y12432,168,0,0.3333,embargo
patch_x3360_y12432,patch_x3192_y12600,168,168,0.1429,embargo
patch_x3360_y12432,patch_x3360_y12264,0,168,0.3333,embargo
patch_x3360_y12432,patch_x3528_y12264,168,168,0.1429,embargo
patch_x3360_y12600,patch_x3192_y12432,168,168,0.1429,embargo
patch_x3360_y12600,patch_x3192_y12600,168,0,0.3333,embargo
patch_x3360_y12600,patch_x3192_y12768,168,168,0.1429,embargo
patch_x3360_y12768,patch_x3192_y12600,168,168,0.1429,embargo
patch_x3360_y12768,patch_x3192_y12768,168,0,0.3333,embargo
patch_x3360_y12768,patch_x3192_y12936,168,168,0.1429,embargo
patch_x3360_y12936,patch_x3192_y12768,168,168,0.1429,embargo
patch_x3360_y12936,patch_x3192_y12936,168,0,0.3333,embargo
patch_x3360_y12936,patch_x3192_y13104,168,168,0.1429,embargo
patch_x3360_y13104,patch_x3192_y12936,168,168,0.1429,embargo
patch_x3360_y13104,patch_x3192_y13104,168,0,0.3333,embargo
patch_x3360_y13104,patch_x3192_y13272,168,168,0.1429,embargo
patch_x3360_y13272,patch_x3192_y13104,168,168,0.1429,embargo
patch_x3360_y13272,patch_x3192_y13272,168,0,0.3333,embargo
patch_x3360_y13272,patch_x3360_y13440,0,168,0.3333,embargo
patch_x3360_y13272,patch_x3528_y13440,168,168,0.1429,embargo
patch_x3360_y14616,patch_x3192_y14616,168,0,0.3333,embargo
patch_x3360_y14616,patch_x3192_y14784,168,168,0.1429,embargo
patch_x3360_y14616,patch_x3360_y14448,0,168,0.3333,embargo
patch_x3360_y14616,patch_x3528_y14448,168,168,0.1429,embargo
patch_x3360_y14784,patch_x3192_y14616,168,168,0.1429,embargo
patch_x3360_y14784,patch_x3192_y14784,168,0,0.3333,embargo
patch_x3360_y14784,patch_x3192_y14952,168,168,0.1429,embargo
patch_x3360_y14952,patch_x3192_y14784,168,168,0.1429,embargo
patch_x3360_y14952,patch_x3192_y14952,168,0,0.3333,embargo
patch_x3360_y14952,patch_x3192_y15120,168,168,0.1429,embargo
patch_x3360_y15120,patch_x3192_y14952,168,168,0.1429,embargo
patch_x3360_y15120,patch_x3192_y15120,168,0,0.3333,embargo
patch_x3360_y15120,patch_x3192_y15288,168,168,0.1429,embargo
patch_x3360_y15288,patch_x3192_y15120,168,168,0.1429,embargo
patch_x3360_y15288,patch_x3192_y15288,168,0,0.3333,embargo
patch_x3360_y15288,patch_x3192_y15456,168,168,0.1429,embargo
patch_x3360_y15456,patch_x3192_y15288,168,168,0.1429,embargo
